time_s,phase,cube_x_m,cube_y_m,cube_z_m,gripper_x_m,gripper_y_m,gripper_z_m,relative_x_m,relative_y_m,relative_z_m,cube_vz_mps,cube_speed_mps,cube_angular_speed_radps,penetration_m,table_normal_N,palm_normal_N,left_normal_N,left_vertical_N,left_side_normal_min,left_tip_clearance_m,left_q_m,left_actuator_N,right_normal_N,right_vertical_N,right_side_normal_min,right_tip_clearance_m,right_q_m,right_actuator_N,left_effective,right_effective
0.017000000000000008,settle,1.486726715783232e-12,2.045995075546179e-09,0.029989681327836127,0.0,0.0,0.09997334458679366,1.486726715783232e-12,2.045995075546179e-09,-0.06998366325895754,0.0009686794590787189,0.0009686794761529315,5.57209488462357e-06,1.0320548303174859e-05,0.7784270824362105,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.01800000000000001,settle,1.6112303964123386e-12,2.21733859372018e-09,0.029990570345825657,0.0,0.0,0.0999727197172513,1.6112303964123386e-12,2.21733859372018e-09,-0.06998214937142565,0.0008890179895313454,0.000889018006043169,5.3801527860202155e-06,9.431368791831124e-06,0.7786570612072821,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.01900000000000001,settle,1.7275162165347745e-12,2.377372691477484e-09,0.02999138257708028,0.0,0.0,0.09997217009544321,1.7275162165347745e-12,2.377372691477484e-09,-0.06998078751836292,0.0008122312546223706,0.000812231270388155,5.108217598780722e-06,8.618984179378786e-06,0.7789747436981339,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.02000000000000001,settle,1.835360457407356e-12,2.5257894447128233e-09,0.02999212199263113,0.0,0.0,0.0999716871208552,1.835360457407356e-12,2.5257894447128233e-09,-0.06997956512822408,0.0007394155508490424,0.0007394155657442823,4.790424989972221e-06,7.879424811400165e-06,0.7793421643949834,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.02100000000000001,settle,1.934794692905542e-12,2.6626322451909446e-09,0.029992793185236916,0.0,0.0,0.09997126304118588,1.934794692905542e-12,2.6626322451909446e-09,-0.06997846985594897,0.000671192605786334,0.0006711926197361016,4.450685684721813e-06,7.208098588062928e-06,0.7797327656070592,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.022000000000000013,settle,2.0260345324606826e-12,2.7881977923061115e-09,0.02999340103741279,0.0,0.0,0.09997089091026357,2.0260345324606826e-12,2.7881977923061115e-09,-0.06997748987285077,0.0006078521758745689,0.0006078521888437705,4.105476412238798e-06,6.600123158437277e-06,0.7801282814576972,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.023000000000000013,settle,2.109422299854946e-12,2.9029572413032208e-09,0.029993950493106887,0.0,0.0,0.09997056453318293,2.109422299854946e-12,2.9029572413032208e-09,-0.06997661404007605,0.0005494556940957831,0.0005494557060801324,3.765892938810846e-06,6.050554405490766e-06,0.7805164451186188,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.024000000000000014,settle,2.1853822778326867e-12,3.0074944809179414e-09,0.029994446404364966,0.0,0.0,0.09997027840535341,2.1853822778326867e-12,3.0074944809179414e-09,-0.06997583200098845,0.0004959112580785152,0.000495911269096656,3.439158109785715e-06,5.554539897728583e-06,0.7808893045392766,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.025000000000000015,settle,2.254386406545794e-12,3.102458980368783e-09,0.029994893431929785,0.0,0.0,0.09997002764987524,2.254386406545794e-12,3.102458980368783e-09,-0.06997513421794546,0.0004470275648194724,0.0004470275749063904,3.1297275420528075e-06,5.1074183728822e-06,0.7812419876580107,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.026000000000000016,settle,2.3169286933900215e-12,3.1885306087033063e-09,0.02999529598434033,0.0,0.0,0.0999698079560738,2.3169286933900215e-12,3.1885306087033063e-09,-0.06997451197173346,0.00040255241054460653,0.00040255241974630155,2.840098437216784e-06,4.70478069750091e-06,0.781571799382482,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.027000000000000017,settle,2.3735066608746714e-12,3.266394041384842e-09,0.029995658184243157,0.0,0.0,0.09996961552092938,2.3735066608746714e-12,3.266394041384842e-09,-0.06997395733668622,0.0003621999028256281,0.00036219991119492535,2.571399509108669e-06,4.34250359665489e-06,0.7818775632266423,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.028000000000000018,settle,2.424608160902716e-12,3.33672068525701e-09,0.029995983853686316,0.0,0.0,0.09996944699439028,2.424608160902716e-12,3.33672068525701e-09,-0.06997346314070396,0.0003256694431586529,0.0003256694507519956,2.3238196818493473e-06,4.016764388267008e-06,0.7821591431613844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
0.02900000000000002,settle,2.4707025206988084e-12,3.400156393779196e-09,0.02999627651241899,0.0,0.0,0.099969299429053,2.4707025206988084e-12,3.400156393779196e-09,-0.06997302291663401,0.00029265873267595664,0.00029265873955101407,2.096918183799446e-06,3.7240427023521594e-06,0.7824170980267496,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
