time_s,phase,joint1_position_rad,joint1_velocity_radps,joint1_target_rad,joint2_position_rad,joint2_velocity_radps,joint2_target_rad,joint3_position_rad,joint3_velocity_radps,joint3_target_rad,joint4_position_rad,joint4_velocity_radps,joint4_target_rad,joint5_position_rad,joint5_velocity_radps,joint5_target_rad,joint6_position_rad,joint6_velocity_radps,joint6_target_rad,tcp_x_m,tcp_y_m,tcp_z_m,contact_count,max_penetration_m
0.04500000000000003,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.046000000000000034,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.047000000000000035,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.048000000000000036,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.04900000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.05000000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.05100000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.05200000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.05300000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.05400000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.05500000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.05600000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.057000000000000044,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.058000000000000045,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.059000000000000045,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.060000000000000046,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.06100000000000005,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.06200000000000005,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.06300000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.06400000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.06500000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
0.06600000000000004,home_hold,0.0,0.0,0.0,0.8,0.0,0.8,-0.7,0.0,-0.7,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.28745301179489974,-1.7665455959673852e-06,0.30470912230380476,0,0.0
