time_s,phase,cube_x_m,cube_y_m,cube_z_m,gripper_x_m,gripper_y_m,gripper_z_m,relative_x_m,relative_y_m,relative_z_m,cube_vz_mps,cube_speed_mps,cube_angular_speed_radps,penetration_m,table_normal_N,palm_normal_N,left_normal_N,left_vertical_N,left_side_normal_min,left_tip_above_cube_bottom_m,left_normal_vertical_N,left_q_m,left_actuator_N,right_normal_N,right_vertical_N,right_side_normal_min,right_tip_above_cube_bottom_m,right_normal_vertical_N,right_q_m,right_actuator_N,left_effective,right_effective
4.260000000000359,translate,2.5449166773900774e-05,3.0011590493243795e-08,0.10999099114512877,2.6116157310019647e-05,-4.678561155818811e-10,0.17995952795920128,-1.0312396743887927e-07,-6.492719088073456e-10,-0.0699685368171823,5.248518763543399e-07,0.001458759190899721,0.000192439924127862,1.9035357086774574e-06,0.0,0.0,2.398546442533651,0.37750976887019916,0.9999999999965312,0.007968705261977169,3.3897820349624602e-06,0.015001818002716742,2.3985455940789517,2.398545330197157,0.40728869612277924,0.9999999999965312,0.007968669672225204,3.3897804629360872e-06,0.015001817137887303,2.3985462934406527,1,1
4.260500000000358,translate,2.619268740500698e-05,3.002624542425505e-08,0.10999099141723673,2.6866394950016122e-05,-4.680848871488934e-10,0.17995952827419312,-1.0314830478974502e-07,-6.496115396507494e-10,-0.06996853686013052,5.442159132310854e-07,0.0014870413620852317,0.00019209464372069857,1.9035683745917852e-06,0.0,0.0,2.398546442761722,0.3775024594995046,0.9999999999965288,0.00796870591774558,3.3914338355631984e-06,0.015001818002950876,2.3985455938931537,2.398545329881748,0.40729590857291603,0.9999999999965288,0.007968670310591716,3.39143226200234e-06,0.015001817137652994,2.398546293626545,1,1
4.261000000000358,translate,2.6950478412060033e-05,3.004089923395388e-08,0.1099909916992253,2.7630890816245362e-05,-4.683136383787527e-10,0.17995952859906428,-1.0317264205989071e-07,-6.499510667990548e-10,-0.06996853690307796,5.639771315913668e-07,0.0015155821193228235,0.00019174737760078365,1.9036010396529615e-06,0.0,0.0,2.3985464429895416,0.37749514864287537,0.9999999999965261,0.007968706572470577,3.3930856019171325e-06,0.01500181800318491,2.3985455937075137,2.398545329566695,0.4073031190246083,0.9999999999965261,0.007968670947916187,3.393084026821916e-06,0.015001817137418787,2.3985462938122737,1,1
4.261500000000358,translate,2.7722668841198504e-05,3.005555191406576e-08,0.10999099199129482,2.840977389308018e-05,-4.685423690248892e-10,0.17995952893401512,-1.0319697924997648e-07,-6.502904855189068e-10,-0.06996853694602467,5.841390321515673e-07,0.0015443809690259148,0.00019139834604890919,1.9036337038350579e-06,0.0,0.0,2.398546443217152,0.37748783626627913,0.9999999999965234,0.007968707226146801,3.3947373346278284e-06,0.015001818003418842,2.398545593522032,2.3985453292517684,0.40731032744482887,0.9999999999965234,0.00796867158419333,3.394735757997996e-06,0.015001817137184686,2.398546293997855,1,1
4.2620000000003575,translate,2.850938749242328e-05,3.007020345552431e-08,0.10999099229364737,2.9203172925787796e-05,-4.6877107882866e-10,0.17995952927924772,-1.0322131636066422e-07,-6.506297917080029e-10,-0.06996853698897061,6.047050919477072e-07,0.0015734374189228654,0.00019104775006619607,1.9036663671745914e-06,0.0,0.0,2.3985464434444204,0.3774805223355556,0.9999999999965209,0.007968707878769604,3.3963890343045003e-06,0.015001818003652663,2.3985455933367135,2.3985453289371943,0.40731753380041746,0.9999999999965209,0.007968672219418493,3.3963874561403034e-06,0.015001817136950696,2.3985462941832765,1,1
4.262500000000357,translate,2.9310762920221398e-05,3.0084853849597555e-08,0.10999099260648675,3.0011216420525192e-05,-4.689997675526358e-10,0.17995952963496586,-1.0324565339261811e-07,-6.509689806684065e-10,-0.06996853703191579,6.256787648787589e-07,0.001602750977989694,0.00019069577268940755,1.903699029624793e-06,0.0,0.0,2.39854644367163,0.37747320681632657,0.9999999999965182,0.007968708530334823,3.3980407015626946e-06,0.015001818003886372,2.398545593151548,2.3985453286226748,0.40732473805797553,0.9999999999965182,0.007968672853587558,3.3980391218635626e-06,0.01500181713671682,2.398546294368554,1,1
4.263000000000357,translate,3.012692343415761e-05,3.0099503086077766e-08,0.10999099293001849,3.0834032644345875e-05,-4.692284349270367e-10,0.17995953000137513,-1.0326999034649321e-07,-6.513080490807578e-10,-0.06996853707486023,6.47063481028717e-07,0.0016323211563856075,0.00019034258024017088,1.9037316912291147e-06,0.0,0.0,2.398546443898393,0.3774658896739631,0.9999999999965158,0.007968709180838765,3.3996923370227995e-06,0.015001818004119965,2.398545592966549,2.398545328308453,0.4073319401838702,0.9999999999965158,0.007968673486696845,3.3996907557890555e-06,0.015001817136483063,2.3985462945536735,1,1
4.263500000000357,translate,3.095799709943513e-05,3.0114151155244595e-08,0.1099909932644498,3.1671749625217215e-05,-4.694570807095039e-10,0.1799595303786827,-1.0329432722294138e-07,-6.516469928711221e-10,-0.06996853711780392,6.688626457562154e-07,0.0016621474653913163,0.00018998832350798785,1.9037643519477183e-06,0.0,0.0,2.398546444124897,0.377458570873759,0.999999999996513,0.007968709830278323,3.4013439413119152e-06,0.015001818004353436,2.3985455927817014,2.3985453279942477,0.40733914014437134,0.999999999996513,0.007968674118743219,3.4013423585432214e-06,0.015001817136249427,2.398546294738644,1,1
4.264000000000356,translate,3.180411173742696e-05,3.012879804641978e-08,0.10999099360998962,3.252449515204756e-05,-4.69685704640598e-10,0.17995953076709753,-1.033186640226265e-07,-6.519858087812053e-10,-0.06996853716074687,6.910796407235655e-07,0.0016922294173501934,0.00018963313886920238,1.9037970118899557e-06,0.0,0.0,2.398546444352065,0.37745125038073013,0.9999999999965105,0.007968710478650609,3.4029955150642087e-06,0.015001818004586784,2.398545592597001,2.398545327681166,0.4073463379054729,0.9999999999965105,0.00796867474972382,3.4029939307604857e-06,0.015001817136015916,2.398546294923447,1,1
4.264500000000356,translate,3.2665394926179195e-05,3.014344374852555e-08,0.10999099396684854,3.339239677472232e-05,-4.699143064608793e-10,0.1799595311668302,-1.0334300074619184e-07,-6.523244937645759e-10,-0.06996853720368904,7.137178225311815e-07,0.0017225665256122866,0.00018927714934594605,1.9038296708945635e-06,0.0,0.0,2.3985464445779368,0.3774439281597742,0.9999999999965078,0.007968711125953334,3.4046470589155556e-06,0.01500181800482,2.398545592412532,2.3985453273672483,0.4073535334330468,0.9999999999965078,0.007968675379636428,3.4046454730767264e-06,0.01500181713578253,2.398546295108165,1,1
